Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE	Region1	Region2	Interaction_type	Compartment1	Compartment2	Compartment_interaction	TAD_or_Boundary1	TAD_or_Boundary2	TAD_Boundary_interaction
HiC_scaffold_1	3820000	3830000	HiC_scaffold_2	2650000	2660000	35.65655517578125	5.1560954240174	P	C	P-C	B	B	B-B	TAD_12	TAD_28	TAD_12-TAD_28
HiC_scaffold_1	3920000	3930000	HiC_scaffold_2	2400000	2410000	137.58416748046875	7.104170651009455	P	P	P-P	B	A	B-A	TAD_12	TAD_27	TAD_12-TAD_27
HiC_scaffold_1	3920000	3930000	HiC_scaffold_2	5500000	5510000	113.86937713623048	6.831236005356741	P	O	P-O	B	A	B-A	TAD_12	TAD_36	TAD_12-TAD_36
HiC_scaffold_1	4090000	4100000	HiC_scaffold_2	3750000	3760000	33.8457145690918	5.080901271041816	O	O	O-O	B	B	B-B	TAD_12	TAD_29	TAD_12-TAD_29
HiC_scaffold_1	4090000	4100000	HiC_scaffold_2	4050000	4060000	42.8394889831543	5.420869365688271	O	O	O-O	B	A	B-A	TAD_12	TAD_31	TAD_12-TAD_31
HiC_scaffold_1	4100000	4110000	HiC_scaffold_2	2940000	2950000	38.86970138549805	5.280574119175846	O	C	O-C	A	B	A-B	TAD_12	TAD_29	TAD_12-TAD_29
HiC_scaffold_1	4200000	4210000	HiC_scaffold_2	3790000	3800000	33.00883865356445	5.0447804761555695	O	O	O-O	A	A	A-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4230000	4240000	HiC_scaffold_2	4320000	4330000	37.72901153564453	5.237602398287328	O	O	O-O	B	A	B-A	TAD_13	TAD_33	TAD_13-TAD_33
HiC_scaffold_1	4240000	4250000	HiC_scaffold_2	260000	270000	51.74880599975586	5.693453670579452	O	O	O-O	B	B	B-B	TAD_13	NA	TAD_13-NA
HiC_scaffold_1	4240000	4250000	HiC_scaffold_2	760000	770000	52.80454635620117	5.722590242713125	O	O	O-O	B	B	B-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4240000	4250000	HiC_scaffold_2	2020000	2030000	59.00132369995117	5.882675416716637	O	O	O-O	B	A	B-A	TAD_13	TAD_26	TAD_13-TAD_26
HiC_scaffold_1	4260000	4270000	HiC_scaffold_2	870000	880000	47.46500015258789	5.568792182679425	O	O	O-O	A	B	A-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4260000	4270000	HiC_scaffold_2	4110000	4120000	37.96685409545898	5.246668558187085	O	O	O-O	A	A	A-A	TAD_13	TAD_32	TAD_13-TAD_32
HiC_scaffold_1	4370000	4380000	HiC_scaffold_2	4120000	4130000	49.984676361083984	5.643413975250456	O	O	O-O	A	A	A-A	TAD_13	TAD_32	TAD_13-TAD_32
HiC_scaffold_1	4430000	4440000	HiC_scaffold_2	2550000	2560000	37.58681869506836	5.232154907393208	O	P	O-P	A	A	A-A	TAD_13	TAD_28	TAD_13-TAD_28
HiC_scaffold_1	4430000	4440000	HiC_scaffold_2	3200000	3210000	33.33795166015625	5.059093560323964	O	P	O-P	A	A	A-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4460000	4470000	HiC_scaffold_2	1580000	1590000	37.08076477050781	5.212599093954397	O	O	O-O	A	B	A-B	TAD_13	TAD_25	TAD_13-TAD_25
HiC_scaffold_1	4510000	4520000	HiC_scaffold_2	1210000	1220000	69.1161880493164	6.110951745924617	O	O	O-O	A	B	A-B	TAD_13	TAD_25	TAD_13-TAD_25
HiC_scaffold_1	4510000	4520000	HiC_scaffold_2	3530000	3540000	37.5960807800293	5.23251037024985	O	O	O-O	A	A	A-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4520000	4530000	HiC_scaffold_2	890000	900000	64.68468475341797	6.015352263893301	O	O	O-O	A	B	A-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4520000	4530000	HiC_scaffold_2	2760000	2770000	82.3665771484375	6.363987131761033	O	C	O-C	A	A	A-A	TAD_13	B01278	TAD_13-B01278
HiC_scaffold_1	4520000	4530000	HiC_scaffold_2	3220000	3230000	103.95790100097656	6.699855599743524	O	O	O-O	A	A	A-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4520000	4530000	HiC_scaffold_2	3450000	3460000	36.41814041137695	5.186585351969312	O	O	O-O	A	A	A-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4520000	4530000	HiC_scaffold_2	3470000	3480000	41.23197555541992	5.365691681888915	O	O	O-O	A	B	A-B	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	40000	50000	77.7754898071289	6.281243670344104	O	T	O-T	B	B	B-B	TAD_13	NA	TAD_13-NA
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	390000	400000	32.453582763671875	5.020305850463418	O	O	O-O	B	B	B-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	430000	440000	67.46320343017578	6.07602891995999	O	O	O-O	B	B	B-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	1730000	1740000	34.94477462768555	5.127004837116679	O	O	O-O	B	B	B-B	TAD_13	TAD_25	TAD_13-TAD_25
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	2260000	2270000	34.24650573730469	5.097884888431048	O	O	O-O	B	A	B-A	TAD_13	TAD_26	TAD_13-TAD_26
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	3750000	3760000	77.81038665771484	6.281890843664345	O	O	O-O	B	B	B-B	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	3840000	3850000	42.88115310668945	5.422271796367162	O	O	O-O	B	A	B-A	TAD_13	B01384	TAD_13-B01384
HiC_scaffold_1	4530000	4540000	HiC_scaffold_2	4340000	4350000	32.97524642944336	5.043311535901936	O	O	O-O	B	B	B-B	TAD_13	TAD_33	TAD_13-TAD_33
HiC_scaffold_1	4540000	4550000	HiC_scaffold_2	370000	380000	65.39311981201172	6.031066948726252	O	O	O-O	B	B	B-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4540000	4550000	HiC_scaffold_2	2380000	2390000	68.86061096191406	6.105607076082925	O	O	O-O	B	A	B-A	TAD_13	B01238	TAD_13-B01238
HiC_scaffold_1	4550000	4560000	HiC_scaffold_2	1080000	1090000	47.27484130859375	5.56300071025565	O	O	O-O	A	B	A-B	TAD_13	TAD_24	TAD_13-TAD_24
HiC_scaffold_1	4550000	4560000	HiC_scaffold_2	1360000	1370000	58.87590408325195	5.879605403437152	O	O	O-O	A	B	A-B	TAD_13	TAD_25	TAD_13-TAD_25
HiC_scaffold_1	4550000	4560000	HiC_scaffold_2	3470000	3480000	39.77946090698242	5.313951819724353	O	O	O-O	A	B	A-B	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4560000	4570000	HiC_scaffold_2	2840000	2850000	70.78384399414062	6.145348205911571	O	C	O-C	B	A	B-A	TAD_13	TAD_29	TAD_13-TAD_29
HiC_scaffold_1	4680000	4690000	HiC_scaffold_2	1570000	1580000	83.4780044555664	6.383324208125063	O	O	O-O	A	B	A-B	TAD_14	TAD_25	TAD_14-TAD_25
HiC_scaffold_1	4690000	4700000	HiC_scaffold_2	1380000	1390000	52.24432373046875	5.707202393884602	O	O	O-O	A	B	A-B	TAD_14	TAD_25	TAD_14-TAD_25
HiC_scaffold_1	4880000	4890000	HiC_scaffold_2	4120000	4130000	53.181373596191406	5.732849135242427	O	O	O-O	A	A	A-A	TAD_15	TAD_32	TAD_15-TAD_32
HiC_scaffold_1	5090000	5100000	HiC_scaffold_2	1380000	1390000	33.978755950927734	5.086561127624841	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5110000	5120000	HiC_scaffold_2	1120000	1130000	38.73089218139648	5.275412829686393	O	O	O-O	B	B	B-B	TAD_16	B01113	TAD_16-B01113
HiC_scaffold_1	5110000	5120000	HiC_scaffold_2	1600000	1610000	35.273563385009766	5.140515421096786	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5120000	5130000	HiC_scaffold_2	2650000	2660000	38.25252151489258	5.257482944839884	O	C	O-C	B	B	B-B	TAD_16	TAD_28	TAD_16-TAD_28
HiC_scaffold_1	5230000	5240000	HiC_scaffold_2	1160000	1170000	56.3199577331543	5.8155743461532055	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5360000	5370000	HiC_scaffold_2	1210000	1220000	42.70781326293945	5.416428125494953	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5360000	5370000	HiC_scaffold_2	4140000	4150000	152.4638671875	7.25232356487012	O	O	O-O	A	B	A-B	TAD_16	TAD_32	TAD_16-TAD_32
HiC_scaffold_1	5370000	5380000	HiC_scaffold_2	4120000	4130000	98.75355529785156	6.62576078350242	O	O	O-O	A	A	A-A	TAD_16	TAD_32	TAD_16-TAD_32
HiC_scaffold_1	5460000	5470000	HiC_scaffold_2	1560000	1570000	155.71656799316406	7.282778642797539	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	2450000	2460000	36.55379104614258	5.1919491327981575	O	P	O-P	B	A	B-A	TAD_16	TAD_27	TAD_16-TAD_27
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	4440000	4450000	33.76338195800781	5.077387515806733	O	O	O-O	B	A	B-A	TAD_16	TAD_33	TAD_16-TAD_33
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	4790000	4800000	36.59452819824219	5.193556040352484	O	O	O-O	B	A	B-A	TAD_16	B01478	TAD_16-B01478
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	5740000	5750000	137.38473510742188	7.102077904205501	O	O	O-O	B	A	B-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	210000	220000	38.62221908569336	5.271359153322777	O	O	O-O	B	B	B-B	TAD_16	NA	TAD_16-NA
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	1370000	1380000	37.64132690429688	5.234245580671861	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	2660000	2670000	41.62206268310547	5.379276558013202	O	C	O-C	B	B	B-B	TAD_16	TAD_28	TAD_16-TAD_28
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	5260000	5270000	48.029335021972656	5.585843929131154	O	O	O-O	B	A	B-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5600000	5610000	HiC_scaffold_2	2650000	2660000	40.59935760498047	5.343384995020941	O	C	O-C	A	B	A-B	TAD_16	TAD_28	TAD_16-TAD_28
HiC_scaffold_1	5640000	5650000	HiC_scaffold_2	5310000	5320000	36.42378616333008	5.186808989611647	O	O	O-O	A	A	A-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5690000	5700000	HiC_scaffold_2	4690000	4700000	43.613224029541016	5.446693737898192	O	O	O-O	A	A	A-A	TAD_16	TAD_33	TAD_16-TAD_33
HiC_scaffold_1	5700000	5710000	HiC_scaffold_2	2950000	2960000	35.412776947021484	5.146198074188432	O	C	O-C	A	B	A-B	TAD_16	TAD_29	TAD_16-TAD_29
HiC_scaffold_1	5710000	5720000	HiC_scaffold_2	5790000	5800000	45.58688735961914	5.510547001257287	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5740000	5750000	HiC_scaffold_2	5810000	5820000	32.41222381591797	5.0184661028351	O	O	O-O	A	B	A-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5770000	5780000	HiC_scaffold_2	1160000	1170000	86.2711181640625	6.430805749825177	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5810000	5820000	HiC_scaffold_2	1370000	1380000	43.40892028808594	5.439919633709528	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5820000	5830000	HiC_scaffold_2	5810000	5820000	67.21118927001953	6.070629526709566	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5840000	5850000	HiC_scaffold_2	1480000	1490000	43.02119445800781	5.426975675778551	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5880000	5890000	HiC_scaffold_2	5780000	5790000	40.99908447265625	5.3575197889716	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5990000	6000000	HiC_scaffold_2	5780000	5790000	57.3240852355957	5.841069522685589	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
