chromosome	motif_start	motif_end	anchor_start	anchor_end	motif_id	strand	sequence_name	anchor_annotation	within_gene	gene_id
HiC_scaffold_1	1759701	1759704	1750000	1760000	zf-C2H2	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g721
HiC_scaffold_1	1754857	1754860	1750000	1760000	zf-C2H2	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1759701	1759704	1750000	1760000	zf-C2H2	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g721
HiC_scaffold_1	1754212	1754215	1750000	1760000	zf-C2H2	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1750223	1750226	1750000	1760000	MADs	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1753027	1753030	1750000	1760000	bZIP_1	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g718
HiC_scaffold_1	1753026	1753029	1750000	1760000	bZIP_1	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g718
HiC_scaffold_1	1759370	1759373	1750000	1760000	zf-C2H2	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g721
HiC_scaffold_1	1753353	1753356	1750000	1760000	zf-C2H2	-	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1759644	1759647	1750000	1760000	HLH	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g721
HiC_scaffold_1	1750470	1750473	1750000	1760000	BrkDBD	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	gene	g717
HiC_scaffold_1	1757430	1757433	1750000	1760000	HSF_DNA-bind	-	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1758762	1758765	1750000	1760000	HSF_DNA-bind	-	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1750073	1750076	1750000	1760000	BrkDBD	+	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1757012	1757015	1750000	1760000	HSF_DNA-bind	-	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1750049	1750052	1750000	1760000	HSF_DNA-bind	-	4_HiC_scaffold_1_1750000_1760000	TAD_6	non-gene
HiC_scaffold_1	1812723	1812726	1810000	1815000	Myb_DNA-binding	-	5_HiC_scaffold_1_1810000_1815000	Boundary	non-gene
HiC_scaffold_1	1813232	1813235	1810000	1815000	MADs	+	5_HiC_scaffold_1_1810000_1815000	Boundary	non-gene
HiC_scaffold_1	1813844	1813847	1810000	1815000	zf-C2H2	+	5_HiC_scaffold_1_1810000_1815000	Boundary	gene	g744
HiC_scaffold_1	1856539	1856542	1855000	1860000	Homeobox	+	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1858401	1858404	1855000	1860000	bZIP_1	-	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1855450	1855453	1855000	1860000	HSF_DNA-bind	-	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1858738	1858741	1855000	1860000	HLH	+	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1859395	1859398	1855000	1860000	bZIP_1	+	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1859630	1859633	1855000	1860000	Homeobox	-	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1859824	1859827	1855000	1860000	bZIP_1	-	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1856640	1856643	1855000	1860000	HSF_DNA-bind	+	6_HiC_scaffold_1_1855000_1860000	TAD_7	non-gene
HiC_scaffold_1	1920585	1920588	1920000	1925000	HSF_DNA-bind	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1924870	1924873	1920000	1925000	bZIP_1	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1924249	1924252	1920000	1925000	CENP-B_N	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1920084	1920087	1920000	1925000	HLH	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	gene	g773
HiC_scaffold_1	1920430	1920433	1920000	1925000	HSF_DNA-bind	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1924603	1924606	1920000	1925000	bZIP_1	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1924602	1924605	1920000	1925000	bZIP_1	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1921008	1921011	1920000	1925000	CSD	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	gene	g773
HiC_scaffold_1	1923162	1923165	1920000	1925000	zf-C2H2	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1921008	1921011	1920000	1925000	HLH	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	gene	g773
HiC_scaffold_1	1921671	1921674	1920000	1925000	HLH	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	1923643	1923646	1920000	1925000	CENP-B_N	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	gene	g775
HiC_scaffold_1	1923569	1923572	1920000	1925000	Homeobox	+	7_HiC_scaffold_1_1920000_1925000	TAD_7	gene	g775
HiC_scaffold_1	1924902	1924905	1920000	1925000	HSF_DNA-bind	-	7_HiC_scaffold_1_1920000_1925000	TAD_7	non-gene
HiC_scaffold_1	2000044	2000047	2000000	2010000	bZIP_1	+	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2008073	2008076	2000000	2010000	bZIP_1	+	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2004089	2004092	2000000	2010000	HLH	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2004526	2004529	2000000	2010000	HSF_DNA-bind	+	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2005104	2005107	2000000	2010000	Myb_DNA-binding	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	gene	g797
HiC_scaffold_1	2006642	2006645	2000000	2010000	Myb_DNA-binding	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2006645	2006648	2000000	2010000	Myb_DNA-binding	+	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2001836	2001839	2000000	2010000	bZIP_1	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2008425	2008428	2000000	2010000	bZIP_1	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2008432	2008435	2000000	2010000	bZIP_1	+	8_HiC_scaffold_1_2000000_2010000	TAD_7	non-gene
HiC_scaffold_1	2007789	2007792	2000000	2010000	Homeobox	-	8_HiC_scaffold_1_2000000_2010000	TAD_7	gene	g798
HiC_scaffold_1	2462893	2462896	2460000	2465000	zf-C2H2	+	9_HiC_scaffold_1_2460000_2465000	TAD_9	non-gene
HiC_scaffold_1	2464349	2464352	2460000	2465000	Myb_DNA-binding	+	9_HiC_scaffold_1_2460000_2465000	TAD_9	non-gene
HiC_scaffold_1	2464328	2464331	2460000	2465000	zf-C2H2	-	9_HiC_scaffold_1_2460000_2465000	TAD_9	non-gene
HiC_scaffold_1	2495719	2495722	2495000	2500000	Homeobox	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	gene	g989
HiC_scaffold_1	2498756	2498759	2495000	2500000	zf-C2H2	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	gene	g991
HiC_scaffold_1	2498943	2498946	2495000	2500000	zf-C2H2	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	gene	g991
HiC_scaffold_1	2496430	2496433	2495000	2500000	zf-C2H2	-	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2496429	2496432	2495000	2500000	bZIP_1	-	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2499850	2499853	2495000	2500000	Myb_DNA-binding	-	10_HiC_scaffold_1_2495000_2500000	TAD_9	gene	g992
HiC_scaffold_1	2496112	2496115	2495000	2500000	HLH	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	gene	g989
HiC_scaffold_1	2498045	2498048	2495000	2500000	bZIP_1	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2498044	2498047	2495000	2500000	bZIP_1	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2499779	2499782	2495000	2500000	bZIP_1	+	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2499013	2499016	2495000	2500000	bZIP_1	-	10_HiC_scaffold_1_2495000_2500000	TAD_9	non-gene
HiC_scaffold_1	2901419	2901422	2900000	2905000	Homeobox	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2902771	2902774	2900000	2905000	Homeobox	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2904905	2904908	2900000	2905000	zf-C2H2	+	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2904351	2904354	2900000	2905000	bZIP_1	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2904183	2904186	2900000	2905000	CSD	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	gene	g1148
HiC_scaffold_1	2904183	2904186	2900000	2905000	CSD	+	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2904183	2904186	2900000	2905000	HLH	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	gene	g1148
HiC_scaffold_1	2904183	2904186	2900000	2905000	HLH	+	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2903515	2903518	2900000	2905000	HLH	+	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2900472	2900475	2900000	2905000	HSF_DNA-bind	-	11_HiC_scaffold_1_2900000_2905000	TAD_11	non-gene
HiC_scaffold_1	2921146	2921149	2920000	2925000	Myb_DNA-binding	+	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2922646	2922649	2920000	2925000	zf-C2H2	-	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2923300	2923303	2920000	2925000	HSF_DNA-bind	+	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2923066	2923069	2920000	2925000	E2F_TDP	-	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2923301	2923304	2920000	2925000	HSF_DNA-bind	-	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2924259	2924262	2920000	2925000	HLH	-	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	2923410	2923413	2920000	2925000	zf-C2H2	+	12_HiC_scaffold_1_2920000_2925000	TAD_11	non-gene
HiC_scaffold_1	3283061	3283064	3280000	3290000	zf-C2H2	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3286825	3286828	3280000	3290000	zf-C2H2	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3288129	3288132	3280000	3290000	zf-C2H2	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3286286	3286289	3280000	3290000	bZIP_1	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3287590	3287593	3280000	3290000	bZIP_1	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3280381	3280384	3280000	3290000	Homeobox	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3285439	3285442	3280000	3290000	E2F_TDP	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3288645	3288648	3280000	3290000	zf-C2H2	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3282556	3282559	3280000	3290000	bZIP_1	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3283751	3283754	3280000	3290000	bZIP_1	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3285643	3285646	3280000	3290000	HSF_DNA-bind	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3286013	3286016	3280000	3290000	HLH	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3287298	3287301	3280000	3290000	HLH	-	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3285644	3285647	3280000	3290000	HSF_DNA-bind	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3286320	3286323	3280000	3290000	AP2	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3287624	3287627	3280000	3290000	AP2	+	13_HiC_scaffold_1_3280000_3290000	TAD_11	non-gene
HiC_scaffold_1	3602183	3602186	3600000	3610000	Myb_DNA-binding	+	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3607348	3607351	3600000	3610000	zf-C2H2	-	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3603068	3603071	3600000	3610000	bZIP_1	-	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3605178	3605181	3600000	3610000	E2F_TDP	+	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3602778	3602781	3600000	3610000	HSF_DNA-bind	+	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3608053	3608056	3600000	3610000	bZIP_1	+	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3604393	3604396	3600000	3610000	HLH	-	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	3609613	3609616	3600000	3610000	BrkDBD	+	14_HiC_scaffold_1_3600000_3610000	TAD_11	non-gene
HiC_scaffold_1	4075958	4075961	4075000	4080000	Homeobox	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4078240	4078243	4075000	4080000	E2F_TDP	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4078240	4078243	4075000	4080000	E2F_TDP	+	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4079595	4079598	4075000	4080000	zf-C2H2	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4075959	4075962	4075000	4080000	zf-C2H2	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4077594	4077597	4075000	4080000	Homeobox	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4077962	4077965	4075000	4080000	BrkDBD	-	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4075956	4075959	4075000	4080000	zf-C2H2	+	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4079614	4079617	4075000	4080000	Homeobox	+	16_HiC_scaffold_1_4075000_4080000	TAD_12	non-gene
HiC_scaffold_1	4132120	4132123	4130000	4135000	E2F_TDP	-	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4132120	4132123	4130000	4135000	E2F_TDP	+	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4132759	4132762	4130000	4135000	Homeobox	+	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4132399	4132402	4130000	4135000	BrkDBD	+	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4134409	4134412	4130000	4135000	zf-C2H2	-	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4130017	4130020	4130000	4135000	BrkDBD	-	17_HiC_scaffold_1_4130000_4135000	Boundary	non-gene
HiC_scaffold_1	4174720	4174723	4170000	4180000	Myb_DNA-binding	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4174184	4174187	4170000	4180000	zf-C2H2	-	18_HiC_scaffold_1_4170000_4180000	TAD_13	gene	g1644
HiC_scaffold_1	4173692	4173695	4170000	4180000	HLH	-	18_HiC_scaffold_1_4170000_4180000	TAD_13	gene	g1644
HiC_scaffold_1	4173692	4173695	4170000	4180000	HLH	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4177205	4177208	4170000	4180000	HSF_DNA-bind	-	18_HiC_scaffold_1_4170000_4180000	TAD_13	gene	g1645
HiC_scaffold_1	4174721	4174724	4170000	4180000	Myb_DNA-binding	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4174720	4174723	4170000	4180000	Myb_DNA-binding	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4178316	4178319	4170000	4180000	bZIP_1	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4178315	4178318	4170000	4180000	bZIP_1	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4177276	4177279	4170000	4180000	bZIP_1	-	18_HiC_scaffold_1_4170000_4180000	TAD_13	gene	g1645
HiC_scaffold_1	4178724	4178727	4170000	4180000	HLH	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	gene	g1646
HiC_scaffold_1	4177789	4177792	4170000	4180000	zf-C2H2	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4176809	4176812	4170000	4180000	HLH	+	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4174278	4174281	4170000	4180000	BrkDBD	-	18_HiC_scaffold_1_4170000_4180000	TAD_13	non-gene
HiC_scaffold_1	4258619	4258622	4250000	4260000	zf-C2H2	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	non-gene
HiC_scaffold_1	4250890	4250893	4250000	4260000	bZIP_1	+	19_HiC_scaffold_1_4250000_4260000	TAD_13	non-gene
HiC_scaffold_1	4250355	4250358	4250000	4260000	Myb_DNA-binding	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	gene	g1682
HiC_scaffold_1	4253286	4253289	4250000	4260000	Myb_DNA-binding	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	gene	g1684
HiC_scaffold_1	4252671	4252674	4250000	4260000	HLH	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	non-gene
HiC_scaffold_1	4257530	4257533	4250000	4260000	CSD	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	gene	g1687
HiC_scaffold_1	4257530	4257533	4250000	4260000	HLH	-	19_HiC_scaffold_1_4250000_4260000	TAD_13	gene	g1687
HiC_scaffold_1	4257036	4257039	4250000	4260000	HSF_DNA-bind	+	19_HiC_scaffold_1_4250000_4260000	TAD_13	non-gene
HiC_scaffold_1	4251018	4251021	4250000	4260000	zf-C2H2	+	19_HiC_scaffold_1_4250000_4260000	TAD_13	non-gene
HiC_scaffold_1	5242523	5242526	5240000	5245000	zf-C2H2	-	20_HiC_scaffold_1_5240000_5245000	TAD_16	gene	g2089
HiC_scaffold_1	5240674	5240677	5240000	5245000	zf-C2H2	+	20_HiC_scaffold_1_5240000_5245000	TAD_16	non-gene
HiC_scaffold_1	5240734	5240737	5240000	5245000	HSF_DNA-bind	+	20_HiC_scaffold_1_5240000_5245000	TAD_16	non-gene
HiC_scaffold_1	5244925	5244928	5240000	5245000	zf-C2H2	-	20_HiC_scaffold_1_5240000_5245000	TAD_16	gene	g2090
HiC_scaffold_1	5243001	5243004	5240000	5245000	zf-C2H2	+	20_HiC_scaffold_1_5240000_5245000	TAD_16	non-gene
HiC_scaffold_1	5240508	5240511	5240000	5245000	HLH	-	20_HiC_scaffold_1_5240000_5245000	TAD_16	non-gene
HiC_scaffold_1	5636316	5636319	5630000	5640000	Homeobox	-	21_HiC_scaffold_1_5630000_5640000	TAD_16	non-gene
HiC_scaffold_1	5638262	5638265	5630000	5640000	bZIP_1	+	21_HiC_scaffold_1_5630000_5640000	TAD_16	gene	g2259
HiC_scaffold_1	5635514	5635517	5630000	5640000	zf-C2H2	-	21_HiC_scaffold_1_5630000_5640000	TAD_16	non-gene
HiC_scaffold_1	5635182	5635185	5630000	5640000	bZIP_1	+	21_HiC_scaffold_1_5630000_5640000	TAD_16	gene	g2258
HiC_scaffold_1	5630459	5630462	5630000	5640000	Homeobox	-	21_HiC_scaffold_1_5630000_5640000	TAD_16	gene	g2257
HiC_scaffold_1	5631036	5631039	5630000	5640000	zf-C2H2	+	21_HiC_scaffold_1_5630000_5640000	TAD_16	non-gene
HiC_scaffold_1	5663156	5663159	5660000	5665000	CSD	+	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5662784	5662787	5660000	5665000	HLH	-	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5662784	5662787	5660000	5665000	HLH	+	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5664393	5664396	5660000	5665000	HTH_psq	+	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5661800	5661803	5660000	5665000	bZIP_1	-	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5661147	5661150	5660000	5665000	HSF_DNA-bind	+	22_HiC_scaffold_1_5660000_5665000	TAD_16	non-gene
HiC_scaffold_1	5700010	5700013	5700000	5710000	zf-C2H2	+	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2282
HiC_scaffold_1	5705592	5705595	5700000	5710000	CENP-B_N	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	non-gene
HiC_scaffold_1	5704601	5704604	5700000	5710000	bZIP_1	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	non-gene
HiC_scaffold_1	5707444	5707447	5700000	5710000	CSD	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2285
HiC_scaffold_1	5709322	5709325	5700000	5710000	CSD	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	non-gene
HiC_scaffold_1	5700070	5700073	5700000	5710000	bZIP_1	+	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2282
HiC_scaffold_1	5709322	5709325	5700000	5710000	HLH	+	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2286
HiC_scaffold_1	5709322	5709325	5700000	5710000	HLH	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	non-gene
HiC_scaffold_1	5705835	5705838	5700000	5710000	zf-C2H2	+	23_HiC_scaffold_1_5700000_5710000	TAD_16	non-gene
HiC_scaffold_1	5705883	5705886	5700000	5710000	BrkDBD	-	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2285
HiC_scaffold_1	5700255	5700258	5700000	5710000	Myb_DNA-binding	+	23_HiC_scaffold_1_5700000_5710000	TAD_16	gene	g2282
HiC_scaffold_1	5856500	5856503	5850000	5860000	Homeobox	+	24_HiC_scaffold_1_5850000_5860000	TAD_16	non-gene
HiC_scaffold_1	5859853	5859856	5850000	5860000	zf-C2H2	+	24_HiC_scaffold_1_5850000_5860000	TAD_16	non-gene
HiC_scaffold_1	5859442	5859445	5850000	5860000	bZIP_1	+	24_HiC_scaffold_1_5850000_5860000	TAD_16	non-gene
