Chromosome1	Start1	End1	Chromosome2	Start2	End2	OE_value	log2OE	Region1	Region2	Interaction_type	Compartment1	Compartment2	Compartment_interaction	TAD_or_Boundary1	TAD_or_Boundary2	TAD_Boundary_interaction
HiC_scaffold_1	5110000	5120000	HiC_scaffold_2	1600000	1610000	35.273563385009766	5.140515421096786	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5230000	5240000	HiC_scaffold_2	1160000	1170000	56.3199577331543	5.8155743461532055	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5360000	5370000	HiC_scaffold_2	1210000	1220000	42.70781326293945	5.416428125494953	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5360000	5370000	HiC_scaffold_2	4140000	4150000	152.4638671875	7.25232356487012	O	O	O-O	A	B	A-B	TAD_16	TAD_32	TAD_16-TAD_32
HiC_scaffold_1	5370000	5380000	HiC_scaffold_2	4120000	4130000	98.75355529785156	6.62576078350242	O	O	O-O	A	A	A-A	TAD_16	TAD_32	TAD_16-TAD_32
HiC_scaffold_1	5460000	5470000	HiC_scaffold_2	1560000	1570000	155.71656799316406	7.282778642797539	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	4440000	4450000	33.76338195800781	5.077387515806733	O	O	O-O	B	A	B-A	TAD_16	TAD_33	TAD_16-TAD_33
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	4790000	4800000	36.59452819824219	5.193556040352484	O	O	O-O	B	A	B-A	TAD_16	B01478	TAD_16-B01478
HiC_scaffold_1	5490000	5500000	HiC_scaffold_2	5740000	5750000	137.38473510742188	7.102077904205501	O	O	O-O	B	A	B-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	210000	220000	38.62221908569336	5.271359153322777	O	O	O-O	B	B	B-B	TAD_16	NA	TAD_16-NA
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	1370000	1380000	37.64132690429688	5.234245580671861	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5500000	5510000	HiC_scaffold_2	5260000	5270000	48.029335021972656	5.585843929131154	O	O	O-O	B	A	B-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5640000	5650000	HiC_scaffold_2	5310000	5320000	36.42378616333008	5.186808989611647	O	O	O-O	A	A	A-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5690000	5700000	HiC_scaffold_2	4690000	4700000	43.613224029541016	5.446693737898192	O	O	O-O	A	A	A-A	TAD_16	TAD_33	TAD_16-TAD_33
HiC_scaffold_1	5710000	5720000	HiC_scaffold_2	5790000	5800000	45.58688735961914	5.510547001257287	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5740000	5750000	HiC_scaffold_2	5810000	5820000	32.41222381591797	5.0184661028351	O	O	O-O	A	B	A-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5770000	5780000	HiC_scaffold_2	1160000	1170000	86.2711181640625	6.430805749825177	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5810000	5820000	HiC_scaffold_2	1370000	1380000	43.40892028808594	5.439919633709528	O	O	O-O	B	B	B-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5820000	5830000	HiC_scaffold_2	5810000	5820000	67.21118927001953	6.070629526709566	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5840000	5850000	HiC_scaffold_2	1480000	1490000	43.02119445800781	5.426975675778551	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	5880000	5890000	HiC_scaffold_2	5780000	5790000	40.99908447265625	5.3575197889716	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	5990000	6000000	HiC_scaffold_2	5780000	5790000	57.3240852355957	5.841069522685589	O	O	O-O	B	B	B-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	6020000	6030000	HiC_scaffold_2	5800000	5810000	43.22159957885742	5.43368056046243	O	O	O-O	B	A	B-A	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	6040000	6050000	HiC_scaffold_2	1570000	1580000	95.26749420166016	6.573912137419901	O	O	O-O	A	B	A-B	TAD_16	TAD_25	TAD_16-TAD_25
HiC_scaffold_1	6070000	6080000	HiC_scaffold_2	3360000	3370000	33.24775695800781	5.0551851081413535	O	O	O-O	B	A	B-A	TAD_16	TAD_29	TAD_16-TAD_29
HiC_scaffold_1	6070000	6080000	HiC_scaffold_2	4350000	4360000	82.42777252197266	6.365058603764281	O	O	O-O	B	A	B-A	TAD_16	TAD_33	TAD_16-TAD_33
HiC_scaffold_1	6080000	6090000	HiC_scaffold_2	5810000	5820000	89.02843475341797	6.476194286314035	O	O	O-O	A	B	A-B	TAD_16	TAD_36	TAD_16-TAD_36
HiC_scaffold_1	6120000	6130000	HiC_scaffold_2	950000	960000	33.24770736694336	5.0551829562717945	O	O	O-O	B	B	B-B	B00609	TAD_24	B00609-TAD_24
HiC_scaffold_1	6130000	6140000	HiC_scaffold_2	210000	220000	69.56187438964844	6.120224902405602	O	O	O-O	B	B	B-B	TAD_17	NA	TAD_17-NA
HiC_scaffold_1	6130000	6140000	HiC_scaffold_2	320000	330000	32.27675247192383	5.012423523926128	O	O	O-O	B	B	B-B	TAD_17	B01033	TAD_17-B01033
HiC_scaffold_1	6130000	6140000	HiC_scaffold_2	1280000	1290000	53.643741607666016	5.745337962453524	O	O	O-O	B	B	B-B	TAD_17	TAD_25	TAD_17-TAD_25
HiC_scaffold_1	6130000	6140000	HiC_scaffold_2	3550000	3560000	32.071083068847656	5.003201170577462	O	O	O-O	B	A	B-A	TAD_17	TAD_29	TAD_17-TAD_29
HiC_scaffold_1	6130000	6140000	HiC_scaffold_2	3560000	3570000	37.9814682006836	5.247223769856213	O	O	O-O	B	B	B-B	TAD_17	TAD_29	TAD_17-TAD_29
HiC_scaffold_1	6180000	6190000	HiC_scaffold_2	1370000	1380000	54.04310989379883	5.756038791373091	O	O	O-O	B	B	B-B	TAD_17	TAD_25	TAD_17-TAD_25
HiC_scaffold_1	6180000	6190000	HiC_scaffold_2	3360000	3370000	44.15551376342773	5.464521695444613	O	O	O-O	B	A	B-A	TAD_17	TAD_29	TAD_17-TAD_29
HiC_scaffold_1	6180000	6190000	HiC_scaffold_2	3490000	3500000	37.463138580322266	5.227399865386299	O	O	O-O	B	A	B-A	TAD_17	TAD_29	TAD_17-TAD_29
HiC_scaffold_1	6180000	6190000	HiC_scaffold_2	5760000	5770000	39.01160430908203	5.285831423707792	O	O	O-O	B	A	B-A	TAD_17	TAD_36	TAD_17-TAD_36
HiC_scaffold_1	6200000	6210000	HiC_scaffold_2	750000	760000	34.86983108520508	5.123907470383476	O	O	O-O	B	B	B-B	TAD_17	TAD_24	TAD_17-TAD_24
HiC_scaffold_1	6200000	6210000	HiC_scaffold_2	3830000	3840000	163.1036376953125	7.34964514856556	O	O	O-O	B	A	B-A	TAD_17	B01384	TAD_17-B01384
HiC_scaffold_1	6200000	6210000	HiC_scaffold_2	4520000	4530000	48.66350936889648	5.604768458865758	O	O	O-O	B	A	B-A	TAD_17	TAD_33	TAD_17-TAD_33
HiC_scaffold_1	6200000	6210000	HiC_scaffold_2	4810000	4820000	54.44689178466797	5.7667777868995485	O	O	O-O	B	A	B-A	TAD_17	B01483	TAD_17-B01483
HiC_scaffold_1	6200000	6210000	HiC_scaffold_2	5900000	5910000	54.5352668762207	5.769117588860432	O	O	O-O	B	A	B-A	TAD_17	NA	TAD_17-NA
HiC_scaffold_1	6230000	6240000	HiC_scaffold_2	4120000	4130000	47.95081329345703	5.583483379880232	O	O	O-O	A	A	A-A	TAD_17	TAD_32	TAD_17-TAD_32
HiC_scaffold_1	6260000	6270000	HiC_scaffold_2	4690000	4700000	35.49493789672852	5.149541384518077	O	O	O-O	A	A	A-A	TAD_17	TAD_33	TAD_17-TAD_33
HiC_scaffold_1	6340000	6350000	HiC_scaffold_2	2360000	2370000	74.91844940185547	6.227249135106288	O	O	O-O	B	A	B-A	TAD_17	B01238	TAD_17-B01238
HiC_scaffold_1	6360000	6370000	HiC_scaffold_2	5790000	5800000	39.46306228637695	5.302431006700272	O	O	O-O	B	B	B-B	TAD_17	TAD_36	TAD_17-TAD_36
HiC_scaffold_1	6380000	6390000	HiC_scaffold_2	1160000	1170000	117.44945526123048	6.875896211820076	O	O	O-O	B	B	B-B	B00638	TAD_25	B00638-TAD_25
HiC_scaffold_1	6430000	6440000	HiC_scaffold_2	1580000	1590000	50.61027145385742	5.661358307311129	O	O	O-O	A	B	A-B	TAD_18	TAD_25	TAD_18-TAD_25
HiC_scaffold_1	6560000	6570000	HiC_scaffold_2	4130000	4140000	34.0192756652832	5.088280518509802	O	O	O-O	B	A	B-A	TAD_18	TAD_32	TAD_18-TAD_32
HiC_scaffold_1	6610000	6620000	HiC_scaffold_2	1170000	1180000	60.75065231323242	5.924827994700645	O	O	O-O	B	B	B-B	TAD_18	TAD_25	TAD_18-TAD_25
HiC_scaffold_1	6610000	6620000	HiC_scaffold_2	4510000	4520000	38.65110778808594	5.272437859036826	O	O	O-O	B	A	B-A	TAD_18	TAD_33	TAD_18-TAD_33
HiC_scaffold_1	6620000	6630000	HiC_scaffold_2	680000	690000	32.58142852783203	5.02597795488455	O	O	O-O	B	B	B-B	TAD_18	TAD_24	TAD_18-TAD_24
HiC_scaffold_1	6620000	6630000	HiC_scaffold_2	890000	900000	71.29440307617188	6.155716918103641	O	O	O-O	B	B	B-B	TAD_18	TAD_24	TAD_18-TAD_24
HiC_scaffold_1	6620000	6630000	HiC_scaffold_2	4770000	4780000	34.45441818237305	5.106617090330675	O	O	O-O	B	A	B-A	TAD_18	B01478	TAD_18-B01478
HiC_scaffold_1	6620000	6630000	HiC_scaffold_2	5420000	5430000	67.33056640625	6.073189696179123	O	O	O-O	B	A	B-A	TAD_18	TAD_36	TAD_18-TAD_36
HiC_scaffold_1	6630000	6640000	HiC_scaffold_2	4410000	4420000	48.44532012939453	5.598285401348953	O	O	O-O	B	A	B-A	TAD_18	TAD_33	TAD_18-TAD_33
HiC_scaffold_1	6630000	6640000	HiC_scaffold_2	5190000	5200000	156.22714233398438	7.287501313605748	O	O	O-O	B	A	B-A	TAD_18	TAD_36	TAD_18-TAD_36
HiC_scaffold_1	6640000	6650000	HiC_scaffold_2	400000	410000	97.92707824707033	6.613635935831335	O	O	O-O	B	B	B-B	TAD_18	TAD_24	TAD_18-TAD_24
HiC_scaffold_1	6640000	6650000	HiC_scaffold_2	1620000	1630000	268.403564453125	8.068260020719306	O	O	O-O	B	B	B-B	TAD_18	TAD_25	TAD_18-TAD_25
HiC_scaffold_1	6650000	6660000	HiC_scaffold_2	1040000	1050000	78.63434600830078	6.297087687178371	O	O	O-O	B	B	B-B	TAD_18	TAD_24	TAD_18-TAD_24
HiC_scaffold_1	6650000	6660000	HiC_scaffold_2	1060000	1070000	110.69524383544922	6.790449425964472	O	O	O-O	B	B	B-B	TAD_18	TAD_24	TAD_18-TAD_24
HiC_scaffold_1	6650000	6660000	HiC_scaffold_2	4420000	4430000	32.72612762451172	5.032370997990302	O	O	O-O	B	A	B-A	TAD_18	TAD_33	TAD_18-TAD_33
HiC_scaffold_1	6670000	6680000	HiC_scaffold_2	4610000	4620000	33.86729049682617	5.081820665623939	O	O	O-O	B	A	B-A	TAD_18	TAD_33	TAD_18-TAD_33
HiC_scaffold_1	6670000	6680000	HiC_scaffold_2	4970000	4980000	33.00770568847656	5.044730957565033	O	O	O-O	B	A	B-A	TAD_18	TAD_35	TAD_18-TAD_35
HiC_scaffold_1	6740000	6750000	HiC_scaffold_2	5810000	5820000	44.33679962158203	5.470432730299846	O	O	O-O	A	B	A-B	TAD_18	TAD_36	TAD_18-TAD_36
HiC_scaffold_1	6830000	6840000	HiC_scaffold_2	4130000	4140000	33.18498992919922	5.052458931296895	O	O	O-O	B	A	B-A	TAD_18	TAD_32	TAD_18-TAD_32
HiC_scaffold_1	6850000	6860000	HiC_scaffold_2	100000	110000	55.36907577514648	5.791008535380537	O	O	O-O	B	A	B-A	TAD_18	NA	TAD_18-NA
HiC_scaffold_1	6900000	6910000	HiC_scaffold_2	5780000	5790000	32.39751434326172	5.017811223361045	O	O	O-O	B	B	B-B	TAD_18	TAD_36	TAD_18-TAD_36
HiC_scaffold_1	6990000	7000000	HiC_scaffold_2	5730000	5740000	45.22045516967773	5.498903608598475	O	O	O-O	B	A	B-A	TAD_18	TAD_36	TAD_18-TAD_36
HiC_scaffold_1	7020000	7030000	HiC_scaffold_2	1150000	1160000	73.75969696044922	6.204760823396544	O	O	O-O	B	B	B-B	TAD_18	TAD_25	TAD_18-TAD_25
